name,waterPercentage,caloriesKcal,proteinG,totalFatG,carbohydratesG,dietaryFiberG,calciumMg,phosphorusMg,ironMg,thiamineMg,riboflavinMg,niacinMg,vitaminCmg,vitaminAEquivRetinolMcg,monounsaturatedFatG,polyunsaturatedFatG,saturatedFatG,cholesterolMg,potassiumMg,sodiumMg,zincMg,magnesiumMg,vitaminB6Mg,vitaminB12Mcg,folicAcidMcg,folateEquivFDMcg,edibleFractionPercentage,categoryId
Chayote/Guisquil/Pataste Hojas Y Puntas,89.7,60,4.0,0.4,4.7,0.0,58.0,108.0,2.5,0.08,0.18,1.1,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,3
Chayote/Guisquil/Pataste Raíz (Ichintal),79.0,79,2.0,0.2,17.8,1.7,7.0,34.0,0.8,0.05,0.03,0.9,19.0,3.0,0.01,0.06,0.03,0.0,125.0,2.0,0.74,0.0,0.08,0.0,0.0,93.0,0.73,3
Chilacayote/Chiverre Maduro,93.6,21,0.8,0.1,5.1,0.0,15.0,19.0,0.4,0.04,0.03,0.3,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,3
Chilacayote/Chiverre Tierno,92.7,24,0.8,0.1,6.0,0.0,12.0,41.0,0.2,0.06,0.04,0.7,46.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,3
Chile Chiltepe,77.9,84,3.3,2.1,15.4,0.0,48.0,85.0,6.3,0.15,0.1,2.87,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3
Chile Cobanero Fresco De Guatemala,77.2,97,3.0,4.4,13.8,0.0,29.0,79.0,1.5,0.12,0.2,2.98,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3
Chile Cobanero Seco De Guatemala,9.1,312,12.9,6.4,63.6,0.0,142.0,0.0,4.7,0.22,0.86,8.9,55.0,1055.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,3
Chile Dulce Verde,93.89,20,0.86,0.17,4.64,1.7,10.0,20.0,0.34,0.06,0.03,0.48,80.0,18.0,0.01,0.06,0.06,0.0,175.0,3.0,0.13,10.0,0.22,0.0,0.0,11.0,0.82,3
Chile Dulce/Pimiento Rojo Enlatado Sol&Liq,91.25,18,0.8,0.3,3.9,1.2,41.0,20.0,0.8,0.03,0.03,0.55,47.0,26.0,0.02,0.16,0.05,0.0,146.0,1369.0,0.18,11.0,0.18,0.0,0.0,16.0,1.0,3
Chile Dulce/Pimiento Rojo Fresco,92.21,26,0.99,0.3,6.03,2.0,7.0,26.0,0.43,0.05,0.09,0.98,190.0,157.0,0.01,0.16,0.06,0.0,211.0,2.0,0.25,12.0,0.29,0.0,0.0,18.0,0.82,3
Chile Guaque De Guatemala,90.5,34,1.4,0.4,7.1,0.0,9.0,28.0,0.6,0.06,0.06,1.25,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3
Chile Jalapeño Enlatado Sol&Liq,88.89,27,0.92,0.94,4.74,2.6,23.0,18.0,1.88,0.04,0.04,0.4,10.0,85.0,0.05,0.51,0.1,0.0,193.0,1671.0,0.34,15.0,0.19,0.0,0.0,14.0,1.0,3
Chile Jalapeño Fresco,92.3,23,1.2,0.1,5.3,0.0,25.0,0.0,2.0,0.06,0.04,0.6,72.0,20.0,0.0,0.05,0.01,0.0,340.0,7.0,0.3,25.0,0.28,0.0,23.0,0.0,0.87,3
Chile Jutiapa,89.3,37,1.1,0.2,8.9,0.0,6.0,20.0,0.8,0.06,0.08,2.08,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3
Chile Pasa,14.3,327,12.7,9.6,60.5,0.0,154.0,0.0,6.3,0.37,1.2,8.6,68.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,3
Chile Picante Fresco,88.8,38,1.9,0.6,8.0,0.0,20.0,28.0,1.7,0.09,0.13,1.5,91.0,16.0,0.03,0.33,0.06,0.0,340.0,7.0,0.3,0.0,0.28,0.0,23.0,0.0,0.84,3
Chile Picante Seco,18.8,293,7.0,6.4,62.3,0.0,126.0,154.0,7.3,0.12,0.94,4.0,32.0,1055.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,3
Chile Serrano,87.5,35,2.3,0.4,7.2,0.0,35.0,0.0,1.6,0.14,0.05,1.3,65.0,50.0,0.02,0.22,0.04,0.0,340.0,7.0,0.3,25.0,0.0,0.0,0.0,0.0,0.95,3
Chile Tabasco,87.7,40,2.0,0.2,9.5,0.0,18.0,0.0,1.2,0.09,0.09,1.0,242.0,41.0,0.01,0.1,0.02,0.0,340.0,7.0,0.3,25.0,0.28,0.0,23.0,0.0,0.8,3
Chipilin Hojas Y Punta,81.6,56,7.0,0.8,9.1,3.24,287.0,72.0,4.7,0.33,0.49,2.0,100.0,667.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,3
Chufle/Calatea,92.3,22,1.8,0.2,4.4,0.0,20.0,49.0,1.0,0.04,0.1,0.7,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,3
Chupte/Yas,71.8,146,1.5,9.9,16.0,0.0,11.0,36.0,0.5,0.07,0.1,0.71,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,3
Cilantro/Culantro,86.0,42,3.3,0.7,8.0,2.8,188.0,72.0,3.0,0.15,0.28,1.6,75.0,337.0,0.28,0.04,0.01,0.0,521.0,46.0,0.5,0.0,0.15,0.0,0.0,62.0,0.9,3
Col China (Pak-Choi),91.0,26,1.7,0.3,5.4,1.0,136.0,16.0,1.5,0.01,0.16,0.8,32.0,223.0,0.01,0.1,0.03,0.0,252.0,65.0,0.19,0.0,0.19,0.0,0.0,66.0,0.87,3
Col De Bruselas,86.0,43,3.38,0.3,8.95,3.8,42.0,69.0,1.4,0.14,0.09,0.75,85.0,38.0,0.02,0.15,0.06,0.0,389.0,25.0,0.42,23.0,0.22,0.0,0.0,61.0,0.9,3
Coliflor Cocida S/Sal Escurrida,93.0,23,1.84,0.45,4.11,2.7,16.0,32.0,0.33,0.04,0.05,0.41,44.0,1.0,0.03,0.22,0.07,0.0,142.0,15.0,0.18,9.0,0.17,0.0,0.0,44.0,1.0,3
Coliflor Cruda,91.91,25,1.98,0.1,5.3,2.5,22.0,44.0,0.44,0.06,0.06,0.53,46.0,1.0,0.01,0.1,0.03,0.0,303.0,30.0,0.28,15.0,0.22,0.0,0.0,57.0,0.39,3
Colinabo Hojas Y Tallos,91.0,27,1.7,0.1,6.2,3.6,24.0,46.0,0.4,0.05,0.02,0.4,62.0,2.0,0.01,0.05,0.01,0.0,350.0,20.0,0.03,19.0,0.15,0.0,0.0,16.0,0.46,3
Ejotes/Vainicas Cocidos S/Sal Escurrido,89.22,35,1.89,0.28,7.88,3.2,44.0,29.0,0.65,0.07,0.1,0.61,10.0,35.0,0.01,0.14,0.06,0.0,146.0,1.0,0.25,18.0,0.06,0.0,0.0,33.0,1.0,3
Ejotes/Vainicas Crudos,90.27,31,1.82,0.12,7.13,3.4,37.0,38.0,1.04,0.08,0.1,0.75,16.0,35.0,0.0,0.06,0.03,0.0,209.0,6.0,0.24,25.0,0.07,0.0,0.0,37.0,0.88,3
Ejotes/Vainicas Enlatados Sólidos,93.3,20,1.15,0.1,4.5,1.9,26.0,19.0,0.9,0.01,0.06,0.2,5.0,22.0,0.0,0.05,0.02,0.0,109.0,262.0,0.29,13.0,0.04,0.0,0.0,32.0,1.0,3
Elote/Maíz Fresco Amarillo,60.6,161,3.6,1.4,33.5,0.0,16.0,270.0,2.0,0.18,0.08,2.9,11.0,28.0,0.44,0.69,0.23,0.0,270.0,15.0,0.45,0.0,0.06,0.0,46.0,0.0,0.28,3
Elote/Maíz Fresco Amarillo Dulce Cocido S/Sal,69.57,108,3.32,1.28,25.11,2.8,2.0,103.0,0.61,0.22,0.07,1.61,6.0,13.0,0.37,0.6,0.2,0.0,249.0,17.0,0.48,32.0,0.06,0.0,0.0,46.0,0.55,3
Elote/Maíz Fresco Amarillo Dulce Crudo,75.96,86,3.22,1.18,19.02,2.7,2.0,89.0,0.52,0.2,0.06,1.7,7.0,10.0,0.35,0.56,0.18,0.0,270.0,15.0,0.45,37.0,0.05,0.0,0.0,46.0,0.36,3
Elote/Maíz Fresco Blanco,71.7,114,3.1,0.7,23.8,0.0,24.0,270.0,0.5,0.17,0.01,2.0,8.0,0.0,0.34,0.54,0.18,0.0,270.0,15.0,0.45,0.0,0.06,0.0,46.0,0.0,0.28,3
Elote/Maíz Fresco Muy Tierno,89.0,36,1.8,0.2,8.4,0.0,10.0,57.0,0.5,0.08,0.08,0.67,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3
Endivia Hojas,93.79,17,1.25,0.2,3.35,3.1,52.0,28.0,0.83,0.08,0.08,0.4,7.0,108.0,0.0,0.09,0.05,0.0,314.0,22.0,0.79,15.0,0.02,0.0,0.0,142.0,0.86,3
Escarola/Achicoria Rizada,92.0,23,1.7,0.3,4.7,4.0,100.0,47.0,0.9,0.06,0.1,0.5,24.0,286.0,0.01,0.13,0.07,0.0,420.0,45.0,0.42,30.0,0.1,0.0,0.0,110.0,0.82,3
Esparrago Cocido S/Sal Escurrido,92.63,22,2.4,0.22,4.11,2.0,23.0,54.0,0.91,0.16,0.14,1.08,8.0,50.0,0.01,0.14,0.07,0.0,224.0,14.0,0.6,14.0,0.08,0.0,0.0,149.0,1.0,3
Esparrago Crudo,93.22,20,2.2,0.12,3.88,2.1,24.0,52.0,2.14,0.14,0.14,0.98,6.0,38.0,0.01,0.09,0.05,0.0,202.0,2.0,0.54,14.0,0.09,0.0,0.0,52.0,0.53,3
Esparrago Enlatado Sólidos,93.98,19,2.14,0.65,2.46,1.6,16.0,43.0,1.83,0.06,0.1,0.95,18.0,41.0,0.02,0.28,0.15,0.0,172.0,287.0,0.4,10.0,0.11,0.0,0.0,96.0,1.0,3
Espinaca Cocida S/Sal Escurrida,91.21,23,2.97,0.26,3.75,2.4,136.0,56.0,3.57,0.09,0.24,0.49,10.0,524.0,0.01,0.11,0.04,0.0,466.0,70.0,0.76,87.0,0.24,0.0,0.0,146.0,1.0,3
Espinaca Cruda,91.4,23,2.86,0.39,3.63,2.2,99.0,49.0,2.71,0.08,0.19,0.72,28.0,469.0,0.01,0.17,0.06,0.0,558.0,79.0,0.53,79.0,0.19,0.0,0.0,194.0,0.75,3
Frijol Caupi Verde Con Vaina,86.0,44,3.3,0.3,9.5,0.0,65.0,65.0,1.0,0.15,0.14,1.2,33.0,80.0,0.03,0.13,0.08,0.0,215.0,4.0,0.34,58.0,0.17,0.0,0.0,53.0,0.91,3
Frijol Toda Variedad Grano Verde,60.4,150,9.8,0.3,27.8,0.0,59.0,213.0,3.6,0.38,0.12,1.5,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3
Gengibre O Jengibre,78.89,80,1.82,0.75,17.77,2.0,16.0,34.0,0.6,0.03,0.03,0.75,5.0,0.0,0.15,0.15,0.2,0.0,415.0,13.0,0.34,43.0,0.16,0.0,0.0,11.0,0.93,3
Guandu/Gandul Grano Verde,65.88,136,7.2,1.64,23.88,5.1,42.0,127.0,1.6,0.4,0.17,2.2,39.0,3.0,0.01,0.87,0.35,0.0,552.0,5.0,1.04,68.0,0.07,0.0,0.0,173.0,0.48,3
Haba Blanca Grano Verde,78.5,82,6.9,0.5,13.3,0.0,33.0,66.0,1.2,0.22,0.1,2.0,32.0,0.0,0.0,0.0,0.0,0.0,502.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,3
Haba Grano Verde,81.0,72,5.6,0.6,11.7,4.2,22.0,95.0,1.9,0.17,0.11,1.5,33.0,18.0,0.02,0.31,0.14,0.0,250.0,50.0,0.58,38.0,0.04,0.0,0.0,96.0,0.97,3
Hierba San Nicolas/Verdolaga Silvestre,93.0,19,2.2,0.3,3.1,0.0,48.0,31.0,3.2,0.08,0.09,0.4,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,3
Hierbabuena,85.55,44,3.29,0.73,8.41,6.8,199.0,60.0,11.87,0.08,0.17,0.95,13.0,203.0,0.03,0.39,0.19,0.0,458.0,30.0,1.09,63.0,0.16,0.0,0.0,105.0,0.41,3
Hierbamora/Macuy,85.0,45,5.1,0.8,7.3,4.34,226.0,74.0,12.6,0.2,0.35,0.97,92.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,3
Hojas Santa Maria Hoja Santa,82.2,57,3.9,1.4,10.1,0.0,257.0,52.0,5.6,0.12,0.24,0.9,60.0,287.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3
Hongos Cocidos S/Sal Escurridos,91.08,28,2.17,0.47,5.29,2.2,6.0,87.0,1.74,0.07,0.3,4.46,4.0,0.0,0.01,0.18,0.06,0.0,356.0,2.0,0.87,12.0,0.09,0.0,0.0,18.0,1.0,3
Hongos Crudos,92.43,22,3.09,0.34,3.28,1.0,3.0,86.0,0.5,0.08,0.4,3.61,2.0,0.0,0.0,0.16,0.05,0.0,318.0,5.0,0.52,9.0,0.1,0.04,0.0,16.0,0.97,3
Hongos De San Juan De Guatemala,93.6,12,2.0,0.4,3.2,0.0,3.0,44.0,3.2,0.01,0.34,1.05,1.0,0.0,0.01,0.17,0.06,0.0,370.0,4.0,0.73,0.0,0.1,0.0,21.0,0.0,1.0,3
Hongos Enlatados Sólidos,91.08,25,1.87,0.29,5.09,2.4,11.0,66.0,0.79,0.09,0.02,1.59,0.0,0.0,0.0,0.11,0.04,0.0,129.0,425.0,0.72,15.0,0.06,0.0,0.0,12.0,1.0,3
Izote/Itabo Cogollos,90.2,30,1.2,0.3,6.4,0.0,342.0,24.0,0.9,0.2,0.04,0.3,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3
Izote/Itabo Flores,83.2,61,2.0,0.3,13.7,0.0,34.0,69.0,1.4,0.16,0.15,1.5,393.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,3
Jícama Cocida,90.07,38,0.72,0.09,8.82,0.0,11.0,16.0,0.57,0.02,0.03,0.19,14.0,1.0,0.0,0.0,0.0,0.0,135.0,4.0,0.15,11.0,0.04,0.0,0.0,8.0,1.0,3
Jícama Cruda,90.07,38,0.72,0.09,8.82,4.9,12.0,18.0,0.6,0.02,0.03,0.2,20.0,1.0,0.0,0.04,0.02,0.0,150.0,4.0,0.16,12.0,0.04,0.0,0.0,12.0,0.92,3
Lablab/Frijol Trepador Grano Verde,79.4,80,3.4,0.4,15.9,0.0,55.0,54.0,1.6,0.08,0.13,1.4,28.0,5.0,0.09,0.01,0.09,0.0,252.0,2.0,0.37,0.0,0.02,0.0,0.0,62.0,0.41,3
Laurel Real Hojas Verdes,45.2,188,4.2,1.2,47.1,0.0,187.0,70.0,5.3,0.04,0.21,1.7,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,3
Laurel Hojas Secas,8.0,329,13.7,7.0,66.4,0.0,803.0,114.0,15.0,0.1,0.65,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3
Lechuga Arrepollada (Iceberg),95.64,14,0.9,0.14,2.97,1.2,18.0,20.0,0.41,0.04,0.03,0.12,3.0,25.0,0.01,0.07,0.02,0.0,141.0,10.0,0.15,7.0,0.04,0.0,0.0,29.0,0.95,3
Lechuga No Arrepollada (Butterhead),95.63,13,1.35,0.22,2.23,1.1,35.0,33.0,1.24,0.06,0.06,0.36,4.0,166.0,0.01,0.12,0.03,0.0,238.0,5.0,0.2,13.0,0.08,0.0,0.0,73.0,0.74,3
Lechuga Romana,94.61,17,1.23,0.3,3.28,2.1,33.0,30.0,0.97,0.07,0.07,0.31,24.0,290.0,0.01,0.16,0.04,0.0,247.0,8.0,0.23,14.0,0.07,0.0,0.0,136.0,0.94,3
Loroco,89.2,32,2.6,0.2,6.8,0.0,58.0,46.0,1.1,0.64,0.11,2.3,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,3
Madrecacao Flores,86.0,46,2.4,0.2,10.8,0.0,22.0,37.0,1.8,0.11,0.08,0.6,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3
Maíz Amarillo Dulce Estilo Crema Enlatado,78.73,72,1.74,0.42,18.13,1.2,3.0,51.0,0.38,0.03,0.05,0.96,5.0,4.0,0.12,0.2,0.06,0.0,134.0,285.0,0.53,17.0,0.06,0.0,0.0,45.0,1.0,3
Maíz Amarillo Dulce Grano Enlatado,81.34,64,1.95,0.5,15.41,1.7,4.0,51.0,0.41,0.03,0.06,0.94,6.0,3.0,0.14,0.23,0.08,0.0,164.0,213.0,0.36,16.0,0.04,0.0,0.0,38.0,1.0,3
Malanga/Otoe Raíz Cruda,65.9,132,1.7,0.3,30.9,2.4,14.0,56.0,0.8,0.13,0.03,0.7,5.0,1.0,0.02,0.08,0.04,0.0,0.0,0.0,0.0,0.0,0.29,0.0,23.0,0.0,0.69,3
Miltomate,88.3,40,1.6,0.5,8.8,1.3,10.0,34.0,0.9,0.09,0.04,2.4,6.0,344.0,0.01,0.04,0.01,0.0,204.0,13.0,0.07,10.0,0.0,0.0,0.0,0.0,0.9,3
Mostaza Hojas,90.6,27,2.6,0.4,4.8,3.3,80.0,40.0,4.0,0.07,0.21,6.2,62.0,525.0,0.09,0.04,0.01,0.0,354.0,25.0,0.2,0.0,0.18,0.0,0.0,187.0,0.83,3
Mutas/Motate,92.0,25,0.9,0.3,5.7,0.0,116.0,24.0,0.6,0.03,0.04,0.4,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,3
Nabo Hojas,89.67,32,1.5,0.3,7.13,3.2,190.0,42.0,1.1,0.07,0.1,0.6,60.0,579.0,0.02,0.12,0.07,0.0,296.0,40.0,0.19,31.0,0.26,0.0,0.0,194.0,0.7,3
Nabo Raíz Cocida,93.6,22,0.71,0.08,5.06,2.0,33.0,26.0,0.18,0.03,0.02,0.3,12.0,0.0,0.0,0.04,0.01,0.0,177.0,16.0,0.12,9.0,0.07,0.0,0.0,9.0,1.0,3
Nabo Raíz Cruda,91.87,28,0.9,0.1,6.43,1.8,30.0,27.0,0.3,0.04,0.03,0.4,21.0,0.0,0.01,0.05,0.01,0.0,191.0,67.0,0.27,11.0,0.09,0.0,0.0,15.0,0.81,3
Ñame/Yam Cocido S/Sal Escurrido,70.13,116,1.49,0.14,27.58,3.9,14.0,49.0,0.52,0.09,0.03,0.55,12.0,6.0,0.0,0.06,0.03,0.0,670.0,8.0,0.2,18.0,0.23,0.0,0.0,16.0,1.0,3
Ñame/Yam Crudo,69.6,118,1.53,0.17,27.88,4.1,17.0,55.0,0.54,0.11,0.03,0.55,17.0,7.0,0.01,0.08,0.04,0.0,816.0,9.0,0.24,21.0,0.29,0.0,0.0,23.0,0.86,3
Ñampi/Taro Cocido S/Sal Escurrido,63.8,142,0.52,0.11,34.6,5.1,18.0,76.0,0.72,0.11,0.03,0.51,5.0,4.0,0.01,0.05,0.02,0.0,484.0,15.0,0.27,30.0,0.33,0.0,0.0,19.0,1.0,3
Ñampi/Taro Crudo,70.64,112,1.5,0.2,26.46,4.1,43.0,84.0,0.55,0.09,0.03,0.6,5.0,4.0,0.02,0.08,0.04,0.0,591.0,11.0,0.23,33.0,0.28,0.0,0.0,22.0,0.86,3
Ocra Cocida S/Sal Escurrida,92.57,22,1.87,0.17,4.55,2.5,77.0,32.0,0.28,0.13,0.05,0.87,16.0,14.0,0.03,0.05,0.05,0.0,135.0,6.0,0.43,36.0,0.19,0.0,0.0,46.0,1.0,3
Ocra Cruda,90.17,31,2.0,0.1,7.03,3.2,81.0,63.0,0.8,0.2,0.06,1.0,21.0,19.0,0.02,0.03,0.03,0.0,303.0,8.0,0.6,57.0,0.22,0.0,0.0,88.0,0.86,3
Pacaya,85.0,45,4.0,0.7,8.3,0.0,369.0,106.0,1.4,0.08,0.1,0.9,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,3
Palmito S/Corteza,91.0,26,2.2,0.2,5.2,0.0,86.0,79.0,0.8,0.04,0.09,0.7,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,3
Papas C/Cáscara Cocidas S/Sal,77.8,78,2.86,0.1,17.21,3.3,45.0,54.0,6.07,0.03,0.04,1.22,5.0,0.0,0.0,0.04,0.03,0.0,407.0,14.0,0.44,30.0,0.24,0.0,0.0,10.0,1.0,3
Papas C/Cáscara Crudas,79.34,77,2.02,0.09,17.47,2.2,12.0,57.0,0.78,0.08,0.03,1.05,20.0,0.0,0.0,0.04,0.03,0.0,421.0,6.0,0.29,23.0,0.29,0.0,0.0,16.0,1.0,3
Papas C/Cáscara Horneadas S/Sal,74.89,93,2.5,0.13,21.15,2.2,15.0,70.0,1.08,0.06,0.05,1.41,10.0,1.0,0.0,0.06,0.04,0.0,535.0,10.0,0.36,28.0,0.31,0.0,0.0,28.0,1.0,3
Papas Puré Granulado Deshid C/Leche Preparado,76.01,116,2.19,4.79,16.08,1.3,34.0,64.0,0.2,0.09,0.09,0.86,7.0,47.0,1.96,1.35,1.21,2.0,157.0,171.0,0.25,20.0,0.16,0.1,0.0,8.0,1.0,3
Papas Puré Granulado Deshidratado C/Leche Seco,6.3,358,10.9,1.1,77.7,6.9,142.0,237.0,3.5,0.19,0.3,4.2,16.0,18.0,0.15,0.28,0.46,2.0,1848.0,82.0,1.2,74.0,0.89,0.0,0.0,30.0,1.0,3
Papas Puré Hojuelas Deshidratadas S/Leche,6.51,354,8.35,0.39,81.21,6.9,25.0,154.0,1.2,1.03,0.11,6.15,84.0,1.0,0.01,0.17,0.1,0.0,1084.0,107.0,0.68,65.0,0.76,0.0,0.0,40.0,1.0,3
Papas Puré Preparado C/Leche,78.51,83,1.92,0.57,17.53,1.5,24.0,47.0,0.27,0.09,0.04,1.12,6.0,4.0,0.1,0.05,0.25,2.0,298.0,302.0,0.29,18.0,0.23,0.07,0.0,8.0,1.0,3
Papas Puré Preparado C/Leche Y Margarina,75.24,113,2.0,4.19,16.91,1.5,22.0,49.0,0.26,0.09,0.04,1.18,11.0,41.0,1.74,1.22,1.0,1.0,328.0,333.0,0.3,19.0,0.25,0.07,0.0,9.0,1.0,3
Papas S/Cáscara Cocidas S/Sal,77.46,86,1.71,0.1,20.01,1.8,8.0,40.0,0.31,0.1,0.02,1.31,7.0,0.0,0.0,0.04,0.03,0.0,328.0,5.0,0.27,20.0,0.27,0.0,0.0,9.0,1.0,3
Papas S/Cáscara Crudas,83.29,58,2.57,0.1,12.44,2.5,30.0,38.0,3.24,0.02,0.04,1.03,11.0,0.0,0.0,0.04,0.03,0.0,413.0,10.0,0.35,23.0,0.24,0.0,0.0,17.0,1.0,3
Papas S/Cáscara Horneadas S/Sal,75.42,93,1.96,0.1,21.55,1.5,5.0,50.0,0.35,0.1,0.02,1.39,13.0,0.0,0.0,0.04,0.03,0.0,391.0,5.0,0.29,25.0,0.3,0.0,0.0,9.0,0.77,3
Papas Harina,6.52,357,6.9,0.34,83.08,5.9,65.0,168.0,1.38,0.23,0.05,3.51,4.0,0.0,0.01,0.15,0.09,0.0,1001.0,55.0,0.54,65.0,0.77,0.0,0.0,25.0,1.0,3
Pepinillos Ácidos O Pickles Enlatado,94.08,11,0.33,0.2,2.26,1.2,0.0,14.0,0.4,0.0,0.01,0.0,1.0,7.0,0.0,0.08,0.05,0.0,23.0,1208.0,0.02,4.0,0.01,0.0,0.0,1.0,1.0,3
Pepino/Cojombro De Ensalada,96.73,12,0.59,0.16,2.16,0.7,14.0,21.0,0.22,0.03,0.03,0.04,3.0,4.0,0.0,0.0,0.01,0.0,136.0,2.0,0.17,12.0,0.05,0.0,0.0,14.0,0.73,3
Perejil Fresco,87.71,36,2.97,0.79,6.33,3.3,138.0,58.0,6.2,0.09,0.1,1.31,133.0,421.0,0.29,0.12,0.13,0.0,554.0,56.0,1.07,50.0,0.09,0.0,0.0,152.0,0.95,3
Pito/Quilite Hojas Y Brotes,84.2,48,4.4,0.2,10.0,0.0,108.0,80.0,2.2,0.19,0.19,1.2,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,3
Puerro Cabeza O Bulbo Y Hojas,83.0,61,1.5,0.3,14.15,1.8,59.0,35.0,2.1,0.06,0.03,0.4,12.0,83.0,0.0,0.17,0.04,0.0,180.0,20.0,0.12,28.0,0.23,0.0,0.0,64.0,0.44,3
Quixtan Hojas,85.4,47,5.8,1.4,5.9,0.0,133.0,39.0,5.5,0.12,0.28,1.64,102.0,364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,3
Rábano Largo Raíz,92.6,22,1.1,0.5,4.3,1.6,30.0,0.0,0.3,0.06,0.06,0.4,29.0,3.0,0.02,0.05,0.03,0.0,233.0,39.0,0.28,9.0,0.07,0.0,0.0,25.0,0.8,3
Rábano Redondo Raíz,95.4,11,1.5,0.1,1.5,0.0,24.0,0.0,0.4,0.03,0.06,0.4,22.0,0.0,0.02,0.02,0.03,0.0,227.0,21.0,0.0,16.0,0.1,0.0,0.0,0.0,0.78,3
Rábano Hojas,85.6,52,2.8,0.5,9.9,0.0,238.0,0.0,2.8,0.14,0.26,0.6,122.0,239.0,0.02,0.02,0.01,0.0,370.0,4.0,0.73,10.0,0.0,0.0,0.0,0.0,0.82,3
Remolacha Cocida S/Sal Escurrida,87.06,44,1.68,0.18,9.96,2.0,16.0,38.0,0.79,0.03,0.04,0.33,4.0,2.0,0.04,0.06,0.03,0.0,305.0,77.0,0.35,23.0,0.07,0.0,0.0,80.0,1.0,3
Remolacha Cruda,87.58,43,1.61,0.17,9.56,2.8,16.0,40.0,0.8,0.03,0.04,0.33,5.0,2.0,0.03,0.06,0.03,0.0,325.0,78.0,0.35,23.0,0.07,0.0,0.0,109.0,0.67,3
Remolacha Enlatada Sólidos,90.96,31,0.91,0.14,7.21,1.7,15.0,17.0,1.82,0.01,0.04,0.16,4.0,1.0,0.03,0.05,0.02,0.0,148.0,194.0,0.21,17.0,0.06,0.0,0.0,30.0,1.0,3
Remolacha Hojas,91.02,22,2.2,0.13,4.33,3.7,117.0,41.0,2.57,0.1,0.22,0.4,30.0,316.0,0.03,0.05,0.02,0.0,762.0,226.0,0.38,70.0,0.11,0.0,0.0,15.0,0.56,3
